City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
304,Mataram,ID,2020-08-23 03:05:13,-8.58,116.12,87.8,48,20,11.41
305,Sao Felix Do Xingu,BR,2020-08-23 03:05:14,-6.64,-51.99,75.49,38,5,0.16
306,Haines Junction,CA,2020-08-23 03:05:14,60.75,-137.51,63.64,63,99,4.18
307,Pucallpa,PE,2020-08-23 03:05:15,-8.38,-74.55,65.12,80,0,2.15
308,Vilyuysk,RU,2020-08-23 03:05:15,63.76,121.62,56.88,41,0,7.05
309,Kruisfontein,ZA,2020-08-23 03:05:15,-34.0,24.73,49.24,92,0,6.71
310,Ziyang,CN,2020-08-23 03:05:16,29.25,117.85,94.87,53,0,2.04
311,Lazaro Cardenas,MX,2020-08-23 03:05:17,17.96,-102.2,80.55,85,6,3.22
312,Yeppoon,AU,2020-08-23 03:05:17,-23.13,150.73,69.8,18,0,10.29
313,Maniitsoq,GL,2020-08-23 03:05:17,65.42,-52.9,46.49,87,12,3.87
314,Shimoda,JP,2020-08-23 03:05:18,34.67,138.95,78.8,88,75,4.7
315,Inhambane,MZ,2020-08-23 03:05:18,-23.86,35.38,61.34,79,0,1.41
316,Zastron,ZA,2020-08-23 03:05:19,-30.3,27.08,37.45,74,0,4.21
317,Begun,IN,2020-08-23 03:05:19,24.98,75.0,79.88,82,35,7.05
318,Ferkessedougou,CI,2020-08-23 03:05:20,9.6,-5.2,70.25,95,81,2.82
319,Wana,PK,2020-08-23 03:05:20,32.3,69.57,76.28,67,65,3.18
320,Aklavik,CA,2020-08-23 03:05:20,68.22,-135.01,69.8,46,40,5.82
321,Cockburn Town,TC,2020-08-23 03:05:21,21.46,-71.14,84.2,80,100,28.21
322,Vestmannaeyjar,IS,2020-08-23 03:05:22,63.44,-20.27,51.39,77,1,3.87
323,Emba,KZ,2020-08-23 03:00:43,48.83,58.14,65.8,45,100,7.18
324,Bako,ET,2020-08-23 03:05:23,5.78,36.57,64.78,74,99,6.8
325,Luderitz,NA,2020-08-23 03:05:24,-26.65,15.16,59.74,36,0,10.89
326,Kumbo,CM,2020-08-23 03:05:25,6.2,10.67,59.47,97,100,1.88
327,Launceston,AU,2020-08-23 03:05:26,-41.45,147.17,54.0,76,40,6.93
328,Millbrook,US,2020-08-23 03:04:05,32.48,-86.36,77.0,94,40,4.21
329,Old Saybrook,US,2020-08-23 03:00:35,41.29,-72.38,75.0,94,1,4.7
330,Alyangula,AU,2020-08-23 03:05:27,-13.85,136.42,84.2,32,0,12.75
331,Kenai,US,2020-08-23 03:05:27,60.55,-151.26,66.2,72,1,13.87
332,Bengkulu,ID,2020-08-23 03:05:28,-3.8,102.27,84.76,63,87,1.77
333,Linden,GY,2020-08-23 03:05:28,6.0,-58.3,75.2,100,3,2.48
334,Fallon,US,2020-08-23 03:04:03,39.47,-118.78,93.2,8,1,3.36
335,Sung Noen,TH,2020-08-23 03:05:29,14.9,101.82,80.6,83,20,11.41
336,Christchurch,NZ,2020-08-23 03:05:29,-43.53,172.63,55.4,76,57,11.41
337,Kariba,ZW,2020-08-23 03:05:30,-16.52,28.8,56.82,74,2,4.63
338,Springbok,ZA,2020-08-23 03:05:30,-29.66,17.89,51.48,40,0,6.53
339,Hirara,JP,2020-08-23 03:05:31,24.8,125.28,77.0,100,75,23.04
340,Bella Union,UY,2020-08-23 03:05:31,-30.28,-57.6,45.3,74,0,8.97
341,Debica,PL,2020-08-23 03:01:25,50.05,21.41,68.0,94,75,10.29
342,Hoshcha,UA,2020-08-23 03:05:32,50.6,26.67,60.01,82,5,7.81
343,Ewo,CG,2020-08-23 03:05:33,-0.87,14.82,74.3,86,100,3.56
344,Wellington,NZ,2020-08-23 03:03:22,-41.29,174.78,57.2,76,84,3.36
345,Pressbaum,AT,2020-08-23 03:05:34,48.18,16.05,66.0,29,100,6.71
346,Nakusp,CA,2020-08-23 03:05:34,50.25,-117.8,54.0,91,67,1.01
347,Pontianak,ID,2020-08-23 03:05:34,-0.03,109.33,88.21,65,99,2.24
348,Puerto Madero,MX,2020-08-23 03:05:35,14.72,-92.42,75.2,100,90,6.44
349,Inongo,CD,2020-08-23 03:05:35,-1.95,18.27,68.2,92,100,3.89
350,Papara,BR,2020-08-23 03:05:36,-3.98,-38.73,79.0,78,75,18.34
351,Mahebourg,MU,2020-08-23 03:05:36,-20.41,57.7,69.8,83,75,8.05
352,Boras,SE,2020-08-23 03:05:36,57.72,12.94,57.2,87,40,11.41
353,Haimen,CN,2020-08-23 03:05:37,23.19,116.61,87.8,66,20,4.47
354,Nuuk,GL,2020-08-23 03:05:37,64.18,-51.72,41.0,100,45,1.12
355,Zyryanka,RU,2020-08-23 03:05:38,65.75,150.85,43.25,65,100,14.12
356,Howard Springs,AU,2020-08-23 03:05:38,-12.5,131.05,91.0,33,0,10.29
357,Domoni,KM,2020-08-23 03:00:44,-12.26,44.53,73.62,71,97,4.52
358,Priboj,BA,2020-08-23 03:02:02,44.6,18.93,60.8,93,8,1.12
359,Corrales,US,2020-08-23 03:05:39,35.24,-106.61,89.01,24,44,11.43
360,Kuznechnoye,RU,2020-08-23 03:05:40,61.12,29.87,60.01,95,100,11.83
361,Mozarlandia,BR,2020-08-23 03:05:40,-14.74,-50.57,68.0,54,0,8.14
362,Nishihara,JP,2020-08-23 03:05:41,26.18,127.76,84.2,78,90,14.99
363,Mongoumba,CF,2020-08-23 03:05:41,3.64,18.59,70.84,94,100,2.1
364,Prieska,ZA,2020-08-23 03:05:41,-29.66,22.75,48.11,45,0,3.58
365,Richards Bay,ZA,2020-08-23 03:05:42,-28.78,32.04,59.14,74,0,7.67
366,Lesnoye,RU,2020-08-23 03:05:42,58.28,35.52,54.75,87,72,5.99
367,Merauke,ID,2020-08-23 03:05:43,-8.47,140.33,81.81,64,7,14.14
368,Port Hardy,CA,2020-08-23 03:05:43,50.7,-127.42,60.8,82,75,6.93
369,Labuan,MY,2020-08-23 03:05:43,5.28,115.24,84.2,83,20,2.24
370,Kaitangata,NZ,2020-08-23 03:03:06,-46.28,169.85,51.01,82,69,21.0
371,Pouembout,NC,2020-08-23 03:05:44,-21.13,164.9,77.09,63,90,7.43
372,Semme,FR,2020-08-23 03:05:45,46.2,1.5,57.2,93,40,3.36
373,Najran,SA,2020-08-23 03:05:45,17.49,44.13,84.2,25,75,3.29
374,Airai,TL,2020-08-23 03:05:45,-8.93,125.41,77.72,32,41,6.76
375,Griffith,US,2020-08-23 03:02:12,41.53,-87.42,73.99,73,1,4.85
376,Talnakh,RU,2020-08-23 03:05:46,69.49,88.4,60.8,63,100,8.95
377,Olinda,BR,2020-08-23 03:05:36,-8.01,-34.86,78.8,74,75,9.17
378,Umm Lajj,SA,2020-08-23 03:05:47,25.02,37.27,80.71,68,0,6.8
379,San Quintin,MX,2020-08-23 03:05:48,30.48,-115.95,75.58,72,1,2.06
380,Ankang,CN,2020-08-23 03:05:49,32.68,109.02,82.92,65,97,4.0
381,Karpathos,GR,2020-08-23 03:03:03,35.51,27.21,75.2,88,0,18.34
382,Port Lincoln,AU,2020-08-23 03:05:49,-34.73,135.87,55.62,49,22,9.86
383,Yar-Sale,RU,2020-08-23 03:05:50,66.83,70.83,51.49,95,94,12.19
384,Muscatine,US,2020-08-23 03:05:50,41.47,-91.13,73.99,88,90,7.94
385,Palmer,US,2020-08-23 03:05:51,42.16,-72.33,70.0,77,20,1.25
386,Nome,US,2020-08-23 03:05:51,64.5,-165.41,53.6,93,90,11.41
387,Juneau,US,2020-08-23 03:05:51,58.3,-134.42,59.0,87,90,10.29
388,Faanui,PF,2020-08-23 03:05:52,-16.48,-151.75,76.17,81,4,20.71
389,Acari,PE,2020-08-23 03:05:52,-15.43,-74.62,61.34,66,49,2.82
390,Hope,US,2020-08-23 03:05:52,33.67,-93.59,77.0,67,4,3.13
391,Ulaangom,MN,2020-08-23 03:05:53,49.98,92.07,62.26,53,100,6.29
392,Inta,RU,2020-08-23 03:05:53,66.03,60.17,47.19,85,92,3.8
393,Zarechnyy,RU,2020-08-23 03:05:54,53.2,45.19,54.0,54,0,2.84
394,Dire Dawa,ET,2020-08-23 03:05:54,9.59,41.87,68.67,65,98,19.89
395,Dhidhdhoo,MV,2020-08-23 03:05:55,6.88,73.1,82.74,73,90,5.23
396,Viedma,AR,2020-08-23 03:05:55,-40.81,-63.0,53.01,37,0,8.01
397,Sinaloa,MX,2020-08-23 03:05:55,25.0,-107.5,87.8,74,75,6.93
398,Yala,TH,2020-08-23 03:02:04,6.33,101.25,86.0,70,20,2.24
399,Khovu-Aksy,RU,2020-08-23 03:05:56,51.13,93.6,59.94,53,51,1.92
400,Port Macquarie,AU,2020-08-23 03:05:57,-31.43,152.92,64.4,27,0,19.46
401,Chama,CH,2020-08-23 03:05:57,47.18,8.46,66.0,88,90,1.92
402,Padang,ID,2020-08-23 03:05:58,-0.95,100.35,83.03,71,100,2.98
403,Mount Isa,AU,2020-08-23 03:05:58,-20.73,139.5,71.6,18,25,14.99
404,Ngawen,ID,2020-08-23 03:05:58,-7.0,111.31,88.16,49,0,5.19
405,Atikokan,CA,2020-08-23 03:05:59,48.76,-91.62,64.98,91,50,6.67
406,Sovetskiy,RU,2020-08-23 03:05:59,61.36,63.58,52.86,78,0,8.03
407,Opuwo,NA,2020-08-23 03:06:00,-18.06,13.84,56.34,35,0,6.11
408,Saquena,PE,2020-08-23 03:06:00,-4.67,-73.52,66.36,79,0,1.63
409,South Venice,US,2020-08-23 03:06:00,27.05,-82.42,78.01,94,90,10.29
410,Salta,AR,2020-08-23 03:06:01,-24.79,-65.41,44.6,52,12,4.7
411,Omsukchan,RU,2020-08-23 03:06:01,62.53,155.8,36.23,87,100,12.17
412,Maposeni,TZ,2020-08-23 03:06:02,-10.58,35.4,59.0,93,40,8.05
413,Grindavik,IS,2020-08-23 03:06:03,63.84,-22.43,48.2,93,24,6.93
414,Tongchuan,CN,2020-08-23 03:03:00,35.08,109.09,75.29,69,99,5.77
415,Severo-Yeniseyskiy,RU,2020-08-23 03:06:04,60.37,93.04,57.45,88,0,5.48
416,Yenagoa,NG,2020-08-23 03:06:04,4.92,6.26,73.94,92,99,4.0
417,Henties Bay,NA,2020-08-23 03:06:05,-22.12,14.28,62.01,65,0,1.01
418,Soroti,UG,2020-08-23 03:06:05,1.71,33.61,67.17,87,100,2.26
419,George,ZA,2020-08-23 03:05:32,-33.96,22.46,53.6,100,90,5.82
420,Arinos,BR,2020-08-23 03:06:06,-15.92,-46.11,64.2,76,39,3.58
421,Arlit,NE,2020-08-23 03:06:06,18.74,7.39,90.75,40,67,12.28
422,Agadir,MA,2020-08-23 03:06:06,30.42,-9.6,75.2,69,81,5.82
423,Saskylakh,RU,2020-08-23 03:06:07,71.92,114.08,51.49,48,0,7.58
424,Plettenberg Bay,ZA,2020-08-23 03:06:07,-34.05,23.37,53.8,86,13,7.09
425,Georgetown,MY,2020-08-23 03:06:08,5.41,100.34,87.8,74,20,5.82
426,La Ronge,CA,2020-08-23 03:06:08,55.1,-105.28,57.2,93,90,19.46
427,Dolores,AR,2020-08-23 03:06:08,-36.31,-57.68,45.43,80,0,9.48
428,Andros Town,BS,2020-08-23 03:06:09,24.7,-77.77,86.0,74,40,13.87
429,Vostok,RU,2020-08-23 03:06:09,46.49,135.88,72.03,49,100,3.49
430,Alta Floresta,BR,2020-08-23 03:06:10,-9.88,-56.09,74.75,43,20,2.89
431,Marsa Matruh,EG,2020-08-23 03:06:10,31.35,27.25,77.0,69,0,6.93
432,Sao Paulo Do Potengi,BR,2020-08-23 03:06:11,-5.89,-35.76,78.8,94,40,3.36
433,Birjand,IR,2020-08-23 03:06:11,32.87,59.22,80.6,6,0,9.17
434,Longyearbyen,SJ,2020-08-23 03:01:37,78.22,15.64,35.6,74,69,9.17
435,Samana,DO,2020-08-23 03:06:13,19.21,-69.34,77.86,91,100,25.77
436,Qaqortoq,GL,2020-08-23 03:02:39,60.72,-46.03,42.8,75,0,4.7
437,Todos Santos,MX,2020-08-23 03:06:14,23.45,-110.22,78.01,84,47,1.99
438,Mehamn,NO,2020-08-23 03:06:14,71.04,27.85,58.51,84,47,15.12
439,Klaksvik,FO,2020-08-23 03:06:15,62.23,-6.59,44.6,87,90,14.99
440,Zhigalovo,RU,2020-08-23 03:06:15,54.81,105.16,73.0,40,28,4.07
441,Kabanjahe,ID,2020-08-23 03:06:16,3.1,98.49,91.4,27,40,2.24
442,Nguruka,TZ,2020-08-23 03:06:16,-5.11,31.04,65.75,51,72,7.16
443,Jackson,US,2020-08-23 03:06:17,42.42,-122.83,89.6,24,1,8.05
444,Ust-Maya,RU,2020-08-23 03:02:06,60.42,134.53,60.98,33,0,6.53
445,Lata,PT,2020-08-23 03:06:18,40.16,-8.33,64.99,95,1,5.99
446,Manjacaze,MZ,2020-08-23 03:06:18,-24.71,33.88,54.99,96,0,4.36
447,Honiara,SB,2020-08-23 03:06:18,-9.43,159.95,87.8,70,90,18.34
448,Svetlogorsk,BY,2020-08-23 03:06:19,52.63,29.73,53.76,81,0,7.31
449,Norton Shores,US,2020-08-23 03:06:19,43.17,-86.26,73.4,69,75,4.7
450,Ville-Marie,CA,2020-08-23 03:06:20,47.33,-79.43,66.2,68,75,2.24
451,Krasnyy Yar,RU,2020-08-23 03:06:20,46.53,48.35,62.6,55,99,6.71
452,Bereda,ES,2020-08-23 03:06:20,43.27,-7.54,57.99,100,1,1.01
453,Dryden,CA,2020-08-23 03:06:21,49.78,-92.75,64.4,93,90,8.05
454,Acarau,BR,2020-08-23 03:06:21,-2.89,-40.12,76.78,86,9,14.54
455,Kulhudhuffushi,MV,2020-08-23 03:06:22,6.62,73.07,83.03,72,80,4.81
456,Svetlaya,RU,2020-08-23 03:06:22,46.54,138.33,71.69,58,23,7.85
457,Ahipara,NZ,2020-08-23 03:06:23,-35.17,173.17,59.94,86,85,14.81
458,Gazanjyk,TM,2020-08-23 03:06:23,39.24,55.52,75.33,67,2,15.79
459,Lambarene,GA,2020-08-23 03:06:24,-0.7,10.24,73.83,80,100,4.45
460,San Francisco,US,2020-08-23 03:01:24,37.77,-122.42,71.6,60,75,12.75
461,Liseleje,DK,2020-08-23 03:06:24,56.01,11.95,63.0,100,2,8.99
462,Mingshui,CN,2020-08-23 03:06:25,36.72,117.5,87.01,67,35,6.17
463,Kungalv,SE,2020-08-23 03:06:25,57.87,11.98,60.01,86,41,3.0
464,Belaya Gora,RU,2020-08-23 03:06:26,68.53,146.42,41.68,67,100,8.48
465,Salmon Arm,CA,2020-08-23 03:06:26,50.7,-119.3,72.0,73,68,1.72
466,Urbana,US,2020-08-23 03:06:26,40.11,-88.21,70.0,88,1,2.37
467,Alto Araguaia,BR,2020-08-23 03:06:27,-17.31,-53.22,58.8,71,3,6.78
468,Alugan,PH,2020-08-23 03:06:27,12.22,125.48,84.15,78,100,7.29
469,Laupheim,DE,2020-08-23 03:06:28,48.23,9.88,60.8,93,51,4.7
470,Jati,PK,2020-08-23 03:06:28,24.35,68.27,86.63,75,97,15.39
471,Alice Springs,AU,2020-08-23 03:01:43,-23.7,133.88,75.0,28,0,9.17
472,Iquique,CL,2020-08-23 03:05:20,-20.22,-70.14,60.8,67,90,4.7
473,Itaituba,BR,2020-08-23 03:06:29,-4.28,-55.98,76.35,45,8,0.87
474,Sunndalsora,NO,2020-08-23 03:06:30,62.68,8.55,53.6,76,100,18.34
475,Kidal,ML,2020-08-23 03:06:30,18.44,1.41,87.64,47,0,10.96
476,Luena,AO,2020-08-23 03:06:31,-11.78,19.92,59.14,46,19,4.94
477,Huallanca,PE,2020-08-23 03:06:31,-9.9,-76.94,46.04,73,61,1.52
478,Ohafia,NG,2020-08-23 03:06:32,5.62,7.83,71.87,100,100,3.85
479,Salina Cruz,MX,2020-08-23 03:06:32,16.17,-95.2,79.36,79,91,2.24
480,Lexington Park,US,2020-08-23 03:06:33,38.27,-76.45,75.99,94,1,6.93
481,Tuy Hoa,VN,2020-08-23 03:06:33,13.08,109.3,88.48,62,100,3.58
482,Rio Gallegos,AR,2020-08-23 03:06:34,-51.62,-69.22,35.6,69,53,10.29
483,Contamana,PE,2020-08-23 03:06:34,-7.33,-75.02,65.93,77,0,1.66
484,Mbandaka,CD,2020-08-23 03:06:34,0.05,18.26,69.39,97,100,1.23
485,Pinheiro Machado,BR,2020-08-23 03:06:35,-31.58,-53.38,41.0,72,0,13.0
486,Suclayin,PH,2020-08-23 03:06:35,15.76,121.55,92.07,53,100,2.21
487,Wajir,KE,2020-08-23 03:06:36,1.75,40.06,72.37,75,98,13.56
488,Castrillon,ES,2020-08-23 03:06:36,43.4,-6.79,64.4,82,90,2.06
489,Antofagasta,CL,2020-08-23 03:06:37,-23.65,-70.4,55.4,76,90,5.82
490,Ornskoldsvik,SE,2020-08-23 03:06:37,63.29,18.72,57.2,93,28,5.82
491,Ola,RU,2020-08-23 03:06:38,59.58,151.28,54.61,47,98,3.53
492,Tolaga Bay,NZ,2020-08-23 03:06:38,-38.37,178.3,60.76,82,30,10.98
493,Acapulco,MX,2020-08-23 03:05:54,16.86,-99.89,84.2,79,75,2.24
494,Nouadhibou,MR,2020-08-23 03:06:39,20.93,-17.03,73.4,83,80,10.29
495,Banjarmasin,ID,2020-08-23 03:06:39,-3.32,114.59,87.8,62,40,5.64
496,Vuktyl,RU,2020-08-23 03:06:40,63.86,57.31,50.04,84,99,5.73
497,Clyde River,CA,2020-08-23 03:06:40,70.47,-68.59,44.19,88,61,8.77
498,Erdenet,MN,2020-08-23 03:06:40,49.03,104.08,62.58,61,20,11.7
499,Sulina,RO,2020-08-23 03:06:41,45.16,29.65,70.39,76,0,7.7
500,Arona,ES,2020-08-23 03:06:41,28.1,-16.68,82.0,44,0,20.8
501,Bathsheba,BB,2020-08-23 03:06:42,13.22,-59.52,80.6,88,40,9.17
502,Augusto Correa,BR,2020-08-23 03:06:42,-1.02,-46.63,75.7,93,3,3.42
503,Sibolga,ID,2020-08-23 03:01:53,1.74,98.78,81.99,65,94,2.17
504,Fort Walton Beach,US,2020-08-23 03:05:57,30.41,-86.62,82.99,78,40,5.82
505,Northam,GB,2020-08-23 03:06:43,51.03,-4.22,60.01,91,89,11.01
506,Alekseyevka,RU,2020-08-23 03:06:44,50.63,38.69,57.11,68,0,4.88
507,Burla,IN,2020-08-23 03:06:44,21.5,83.87,78.8,100,90,4.32
508,San Patricio,MX,2020-08-23 03:06:45,19.22,-104.7,80.01,88,51,3.15
509,Geraldton,AU,2020-08-23 03:06:45,-28.77,114.6,66.2,77,75,11.41
510,Santa Barbara,US,2020-08-23 03:06:46,34.42,-119.7,80.01,69,1,4.7
511,Camacha,PT,2020-08-23 03:06:46,33.08,-16.33,73.4,73,20,9.17
512,Naze,JP,2020-08-23 03:06:47,28.37,129.48,89.6,74,75,5.82
513,Chitrakonda,IN,2020-08-23 03:06:47,18.12,82.08,80.44,76,89,4.0
514,Qinnan,CN,2020-08-23 03:06:48,33.25,119.91,86.77,71,0,5.3
515,Chara,RU,2020-08-23 03:06:49,56.91,118.26,62.53,58,100,2.84
516,Tatawin,TN,2020-08-23 03:06:50,32.93,10.45,78.8,39,0,3.36
517,Paamiut,GL,2020-08-23 03:06:50,61.99,-49.67,42.64,92,22,10.65
518,Pingxiang,CN,2020-08-23 03:06:50,27.62,113.85,93.18,56,0,1.72
519,Celestun,MX,2020-08-23 03:06:51,20.87,-90.4,81.73,82,4,10.54
520,Nakatunguru,TZ,2020-08-23 03:06:51,-2.12,33.07,71.83,64,98,16.44
521,Andenes,NO,2020-08-23 03:03:04,69.31,16.12,57.2,93,100,4.7
522,Kot Samaba,PK,2020-08-23 03:06:52,28.55,70.47,96.66,42,3,12.62
523,Orsha,BY,2020-08-23 03:06:53,54.52,30.41,54.39,81,48,10.65
524,Tessalit,ML,2020-08-23 03:06:53,20.2,1.01,90.36,39,2,14.79
525,Mercedes,AR,2020-08-23 03:06:53,-34.65,-59.43,48.99,52,0,1.01
526,Kalmunai,LK,2020-08-23 03:06:54,7.42,81.82,84.92,63,0,11.72
527,Tabuk,PH,2020-08-23 03:06:54,17.42,121.44,87.28,64,85,4.05
528,Bosaso,SO,2020-08-23 03:06:55,11.28,49.18,89.71,40,72,18.34
529,Korla,CN,2020-08-23 03:06:55,41.76,86.15,81.39,29,1,5.55
530,Bulolo,PG,2020-08-23 03:06:55,-7.2,146.65,84.54,56,14,1.03
531,Baykit,RU,2020-08-23 03:06:56,61.67,96.37,58.48,87,100,3.15
532,Taft,IR,2020-08-23 03:06:56,31.75,54.21,84.2,11,0,6.93
533,Gobabis,NA,2020-08-23 03:06:57,-22.45,18.97,51.44,60,0,10.38
534,Fairbanks,US,2020-08-23 03:06:57,64.84,-147.72,73.4,38,40,3.44
535,Weston,US,2020-08-23 03:03:44,26.1,-80.4,86.0,79,1,9.17
536,Tari,NG,2020-08-23 03:06:58,12.41,4.49,74.91,86,1,7.58
537,San Carlos De Bariloche,AR,2020-08-23 03:06:58,-41.15,-71.31,33.8,64,3,4.7
538,Saint-Augustin,CA,2020-08-23 03:06:59,51.23,-58.65,55.0,89,56,6.4
539,Khurja,IN,2020-08-23 03:06:59,28.25,77.85,81.93,77,0,14.43
540,Port-Gentil,GA,2020-08-23 03:06:59,-0.72,8.78,74.68,82,100,11.23
541,Eseka,CM,2020-08-23 03:05:04,3.65,10.77,71.51,96,100,1.25
542,Hualmay,PE,2020-08-23 03:07:01,-11.1,-77.61,59.99,82,91,6.64
543,Boma,GH,2020-08-23 03:07:01,7.08,-2.17,69.66,96,73,3.18
544,Le Locle,CH,2020-08-23 03:07:02,47.06,6.75,63.0,87,69,3.36
545,Seoul,KR,2020-08-23 03:02:18,37.57,126.98,82.4,74,75,6.02
546,Macon,US,2020-08-23 03:07:03,39.87,-88.97,69.01,82,1,5.28
547,Havre,FR,2020-08-23 03:07:03,49.58,0.33,62.6,72,75,21.92
548,Nowy Dwor Gdanski,PL,2020-08-23 03:07:04,54.21,19.12,62.6,93,44,5.82
549,Ternate,ID,2020-08-23 03:07:04,0.8,127.4,84.0,70,89,6.89
550,Villa Carlos Paz,AR,2020-08-23 03:07:05,-31.42,-64.5,53.01,33,0,11.41
551,Marana,US,2020-08-23 03:07:05,32.44,-111.23,93.0,38,0,8.1
552,Pali,IN,2020-08-23 03:05:07,25.77,73.33,84.97,71,9,9.1
553,Katete,UG,2020-08-23 03:07:06,-0.78,29.75,62.89,74,65,2.53
554,Sinnamary,GF,2020-08-23 03:07:06,5.38,-52.95,78.96,85,1,7.29
555,Novyy Urengoy,RU,2020-08-23 03:03:40,66.08,76.63,58.28,72,26,10.02
556,Sabha,LY,2020-08-23 03:07:07,27.04,14.43,74.34,51,0,11.59
557,Bose,IT,2020-08-23 03:07:08,45.46,8.01,73.0,69,77,3.0
558,Muli,MV,2020-08-23 03:07:08,2.92,73.57,83.8,67,14,6.26
559,Lima,PE,2020-08-23 03:03:30,-12.04,-77.03,60.8,82,90,8.05
560,Kendari,ID,2020-08-23 03:07:09,-3.94,122.5,83.48,60,53,5.28
561,Marzuq,YE,2020-08-23 03:07:09,14.4,46.47,78.4,57,86,8.66
562,Anori,BR,2020-08-23 03:07:10,-3.77,-61.64,71.83,63,0,1.77
563,Samarai,PG,2020-08-23 03:07:10,-10.62,150.67,77.47,71,37,13.6
564,General Elizardo Aquino,PY,2020-08-23 03:07:11,-24.43,-56.7,49.3,80,0,5.32
565,Sawtell,AU,2020-08-23 03:07:11,-30.38,153.1,66.2,22,0,18.34
566,Walvis Bay,NA,2020-08-23 03:07:12,-22.96,14.51,62.01,66,0,5.06
567,Hambantota,LK,2020-08-23 03:07:12,6.12,81.12,82.4,88,20,6.93
568,Culpeper,US,2020-08-23 03:07:13,38.5,-77.97,71.6,94,1,3.15
569,Miri,MY,2020-08-23 03:02:16,4.41,114.01,84.2,79,40,4.7
570,Anse-Bertrand,GP,2020-08-23 03:07:14,16.47,-61.51,80.6,88,20,2.24
